ChineseName,EnglishName,ChineseAddress,EnglishAddress,Phone,RoomCount
瑪奇商務旅店,eslite hotel,臺北市文山區景中街30巷6號3-4樓,"No.98, Yanchang Rd., Xinyi Dist., Taipei City 110, Taiwan (R.O.C.)",02-29321000,26
金財神旅館,W Taipei,臺北市中正區中華路一段21號3樓,"No.10, Sec. 5, Zhongxiao E. Rd., Xinyi Dist., Taipei City 110, Taiwan (R.O.C.)",02-23110066,12
和逸 台北忠孝館,XIAN DU ZUANG HOTEL,臺北市中正區忠孝東路一段31號1至12樓,"No.304, Sec. 3, Dadu Rd., Beitou District, Taipei City 112, Taiwan (R.O.C.)",02-77253399,123
喜瑞飯店,Grace Hotel Dunbei,臺北市中山區長安東路一段64號B1-10樓,"No. 216, Dunhua N. Rd., Songshan Dist., Taipei City , Taiwan",02-25410077,61
瑞華旅社,We-Go Motel,臺北市大安區忠孝東路四段235號4-5樓,"No.11, Jingye 3rd Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-27413147,20
幸福蘋果旅店,HAN SHE HOTEL,臺北市萬華區峨眉街109、109-2號(1樓部分、2至7樓),"4-5F., No.68, Chengdu Rd., Wanhua District, Taipei City 108, Taiwan (R.O.C.)",02-23117877,49
洛碁大飯店驛,Forever Inn,臺北市中正區重慶南路1段21號1至10樓及15號2至10樓,"3、6F., No.282, Fuxing N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-23819199,103
台北商旅慶城館,Tokyo International Hotel,臺北市松山區慶城街12號,"No.39, Changchun Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-87127589,84
甄美精品商旅,Forward Hotel Taipei-Nangang Branch,臺北市中山區林森北路259巷9號2樓,"1-4F., No.23, Sanchong Rd., Nangang Dist., Taipei City 115, Taiwan (R.O.C.)",02-25639696,41
東驛商務旅館,"K Hotels, Taipei 2",臺北市萬華區昆明街76號8-9樓,"No.139, Sec. 2, Zhongshan N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-23831999,34
瑞沂國際飯店,SEASONS HOTEL,臺北市中山區松江路95-1號5樓,"No.326, Nanjing W. Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",0911-141111,10
梧邸酒店台北杭州,ELEGANCE HOTEL,臺北市中正區杭州南路一段12號,"No.139, Sec. 3, Heping E. Rd., Da-an District, Taipei City 106, Taiwan (R.O.C.)",02-23933598,73
家賓大旅社,Walker Motel,臺北市文山區景文街42號6-7樓,"No.236, Sec. 7, Chengde Rd., Beitou Dist., Taipei City 112, Taiwan (R.O.C.)",02-29325915,32
西門航棧旅館,CityInn Hotel Plus Fuxing N. Rd. Branch,"臺北市萬華區中華路一段144號7-8樓,7樓之1,8樓之1","No.338, Fuxing N. Rd., Zhongshan Dist., Taipei City 104, Taiwan",02-23880777,38
國聯大飯店,inhouse hotel,臺北市大安區光復南路200號,"No.107 Xining South Road, Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-27731515,243
安捷國際公寓酒店,The Okura Prestige Taipei,臺北市大同區市民大道1段201號15樓、15樓之1至之3、之5至之10,"9 Nanjing E. Rd., Sec. 1, Taipei, Taiwan",02-25592900,9
蜂巢 Bee House,KUSHANYUAN HOTEL,"臺北市大同區太原路55, 57號2至5樓","No.16, Lane 40, Huasi St., Wanhua District, Taipei City",02-25599000,31
悅心旅,Dear Hotel,臺北市大同區重慶北路1段61號1樓 至3樓,8F.1.No62.Changchun Rd.Zhongshan Dist.Taipei City104.Taiwan(ROC),02-25591525,14
悅來旅館,Aqua Bella Hotel,臺北市中正區中華路一段21號6-7樓,"1-4F., No.63, Wuncyuan Rd., Beitou District, Taipei City 112, Taiwan (R.O.C.)",02-23110066,26
智慧環境會館-菁山遊憩區,Journey town inn,臺北市士林區菁山路101巷71弄16號,"6f,no.95-1,songjiang rd,zhongshan dist,taipei city 104 taiwan (R.O.C)",02-28625116,17
立德北投溫泉飯店,The Riviera Hotel,臺北市北投區幽雅路11號B1-3樓,"No.646, Linsen N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-28973611,25
朵兒旅館,Chill Roof Hotel,臺北市中山區新生北路1段66號2樓,"11F., No.11, Sec. 2, Nanjing E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-25232699,7
艾爾行旅,Academy Hotel-Hsiu Chi,臺北市大安區忠孝東路四段87號7樓、7樓之2、7樓之3、7樓之4及7樓之8,"No. 16、16-1, Siyuan St., Zhongzheng Dist., Taipei City",02-27418080,40
真珠賓館,Hub Hotel Songshan Inn,臺北市士林區延平北路五段67號3樓,"3F., No.626, Sec. 4, Bade Rd., Songshan Dist., Taipei City 105, Taiwan (R.O.C.)",02-28127971,6
乃晶旅社,Hotel Royal-Nikko Taipei,臺北市萬華區西園路一段168號12樓,"37-1,Chung Shan North Road, Section 2, Taipei, Taiwan, R.O.C",02-23043795,10
探索汽車旅館南港館,109 Inn Taipei,臺北市南港區重陽路66號1至4樓,"3,7F., No.36, Boai Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-26537727,61
太豪大飯店,Anjoy Inn,臺北市松山區興安街137號1-6樓,"3F.3F-1.4F.4F-1.5F., No. 86, Sec. 1, Chongqing S. Rd., Zhongzheng Dist., Taipei City, Taiwan (R.O.C.",02-27195152,38
沃田旅店,XIMEN HOTEL,臺北市士林區中山北路七段127號1至13樓,"2-6F., No.78, Sec. 1, Jhonghua Rd., Wanhua District, Taipei City",02-28752288,172
詩漫精品旅館,Hotel B7,臺北市中正區館前路8號6樓,"No.111, Sec. 1, Chongqing S. Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-23820111,33
承攜行旅台北信義館,Lixia Hotel Xining Guan,臺北市信義區基隆路二段15-2號,"3、9F., No.30, Xining S. Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-23453511,20
儷客旅店-站前店,Good Life Hotel,臺北市中正區忠孝西路一段72號5樓及5樓之1,"No.5, Shuangcheng St., Jhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-23118081,30
友華賓館,RoyalInn Taipei Nanxi,"臺北市松山區八德路四段656,656-1號6樓","8F., No.1, Nanjing W. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-27630505,30
密都大飯店,CHECK inn SELECT Taipei NeiHu,臺北市中山區長春路246號2-9樓,"B1F-10F., No. 512、514, Sec. 2, Chenggong Rd., Neihu Dist., Taipei City 114032, Taiwan (R.O.C.)",02-25068866,48
正是旅館,HON CHOU HOTEL,臺北市信義區基隆路一段182號1樓至7樓,"1-7F., No.4, Hanzhong St., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-23718230,18
凱統大飯店,ILLUME TAIPEI,臺北市大安區忠孝東路三段8號3-9樓,"No.100, Dunhua N. Rd., Songshan Dist., Taipei City 105, Taiwan (R.O.C.)",02-27211162,56
台北六福萬怡酒店,BEAUTYAGE SPRING HOTEL,臺北市南港區忠孝東路七段359號7-30樓,"No.281, Guangming Rd., Beitou Dist., Taipei City 112, Taiwan (R.O.C.)",02-21716565,465
大榮大旅社,Hub Hotel Ximen Inn,臺北市萬華區西寧南路185號2-4樓,"5-9F., No.67, Xining S. Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-23316527,17
約克旅店,CHECK inn Select Taipei Yangmingshan,臺北市中正區南陽街13號4樓,"No.237, Gezhi Rd., Yangmingshan, Shilin Dist., Taipei City 111, Taiwan (R.O.C.)",02-23705528,17
北投麗禧溫泉酒店,VIA LOFT HOTEL,臺北市北投區幽雅路30號,"2,3F.-1-5, No.42, Sec. 1, Minsheng E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-28988888,66
吉泰旅店,Dolamanco Hotel,臺北市士林區大東路93號1至4樓,"No.73, Sec. 3, Xinyi Rd., Da’an Dist., Taipei City 106, Taiwan (R.O.C.)",02-28822278,19
尚美精旅,Li De Bei Tou Hot Spring Hotel,臺北市中山區民生西路16號4樓,"1-3F., No.11, Youya Rd., Beitou Dist., Taipei City 112, Taiwan (R.O.C.)",02-25230188,14
新凱飯店,Humble House Taipei,臺北市中山區新生北路3段76之1號1至10樓,"No.18, Songgao Rd., Xinyi Dist., Taipei City 110, Taiwan (R.O.C.)",02-25855000,42
丰居旅店北車館,Pai Yueh Hotel,臺北市中正區重慶南路一段60號,"No.2, Lane 42, Sec. 2, Kaifong St., Wanhua District, Taipei City",02-23142121,23
吉緻行旅天津館,HOTEL RELAX2,臺北市中山區天津街57號2至8樓,"1-8F, No.15, Sec. 1, Hankou St., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-25365678,55
富驛時尚酒店　,Good9stay Hotel,臺北市中山區南京東路三段131號10樓至13樓,"5F.-1, No. 28, Emei St.",02-55720777,180
慶爾喜旅館,Hotel Midtown Richardson Ⅱ,臺北市萬華區武昌街二段72號11樓,"2F, No. 97, No. 97-1, No. 99, No. 101, No. 103, No. 105,Hengyang Rd.；2F-1, No. 101, No. 103,Hengy",02-77309920,6
大新飯店,Y Hotel Taipei,臺北市中山區長春路246號11-12樓,"1,4-10F., No.19, Xuchang St., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-25068866,11
米窩飯店-站前,Taipei Fullerton Hotel - south,臺北市中正區忠孝西路1段50號7樓、7樓之1、之2、之3、8樓,"No.41, Sec. 2, Fusing S. Rd., Da-an District, Taipei City 106, Taiwan (R.O.C.)",02-23810028,200
亞都麗緻大飯店,Morwing Hotel Fairytale,臺北市中山區民權東路2段41號,"3F-7F, No.36, Sec.1, Kaifeng St., Zhongzheng Dist, Taipei City, R.O.C.",02-25971234,219
儷萊旅館,VIP HOTEL,"臺北市中正區中華路一段21號4-5樓,8-11樓","No.4, Lane 23, Jinjhou St., Jhongshan District, Taipei City",02-23111440,78
摩莎曼拉商務旅館-西門館,Palais De Chine Hotel Taipei,臺北市萬華區漢口街二段54號8樓、8樓之1、8樓之6、8樓之7、8樓 之8、9樓、9樓之1,"No.3, Sec. 1, Chengde Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",02-23613350,88
新榮大旅社,E-HOUSE hotel,臺北市士林區文林路116號,"8F., No. 76, Kunming St., Wanhua Dist., Taipei City 10843, Taiwan(R. O. C)",02-28812531,18
進綵商旅,Taipei Fullerton Hotel,臺北市大同區迪化街一段334號1至3樓,"No.315, Fusing N. Rd., Songshan District, Taipei City 105, Taiwan (R.O.C.)",02-25536711,6
豪城商旅民生館,Spa spring Resort,臺北市松山區民生東路三段113巷7弄11號1樓至6樓,"No.283, Guangming Rd., Beitou District, Taipei City 112, Taiwan (R.O.C.)",02-27137078,38
洛碁大飯店新仕界,Cho Hotel,臺北市萬華區昆明街139號2樓、141號3至9樓、7樓之1至13、8樓之1至8,"No.119,-1~-6,No.117,-1~-6, Kunming St., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-23118863,107
天閣酒店台北士林,Lininn TMS,臺北市士林區基河路16-8號1樓至11樓,"4F., No.72, Sec. 1, Zhongxiao W. Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-28866888,51
台北青年國際旅館,ELEGANCE HOTEL,臺北市中正區許昌街19號1樓及4-10樓,"No.325, Sec. 1, Neihu Rd., Neihu Dist., Taipei City 114, Taiwan (R.O.C.)",02-23113201,99
建山大旅社,DAAN PARK HOTEL,臺北市大同區歸綏街182號2-4樓,"8F., No.271, Sec. 2, Xinyi Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-25520680,13
東門大旅社,Eastin Taipei Hotel,臺北市中正區臨沂街78號2-4樓,"13-14F., No.87, Sec. 4, Zhongxiao E. Rd., Da’an Dist., Taipei City 10690, Taiwan (R.O.C.)",02-23560210,26
台北寒舍喜來登大飯店,M.Taipei Hotel,臺北市中正區忠孝東路1段12號,"No.155-2,Sec 1,Keelung Rd.,Xinyi Dist.,Taipei City 110,Taiwan R.O.C",02-23215511,688
北城大飯店,SEASONS HOTEL ROYAL,臺北市中山區長春路279號B1-12樓,"1-11F., No.330, Nanjing W.Rd., Datong District, Taipei City 103, Taiwan(R.O.C)",02-25017601,55
番茄行旅,The Grand Hotel,臺北市大同區太原路156-2號5樓,"No.1, Ln. 1, Sec. 4, Zhongshan N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-25555930,5
台北遠東香格里拉,Heyu House Hotel - Taipei Main Station,臺北市大安區敦化南路2段201號,"3F, No.1, Sec.1, Chongqing S. Rd., Zhongzheng Dist, Taipei City, Taiwan(R.O.C)",02-23788888,420
東門3號膠囊旅店,Guide Hotel Taipei Chongqing,臺北市大安區信義路2段110號,"No.62, Sec. 1, Chongqing N. Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",02-23583299,4
台北天晴旅店,Monka Hotel,臺北市中正區懷寧街92-2號1至6樓,"1F-4F., No.139, Sec. 1, Xiyuan Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-23319391,15
台北西門町意舍酒店,Hotel Bfun,臺北市萬華區武昌街二段77號5-10樓,"2F., No.9, Ln. 259, Linsen N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-23755111,162
東龍大飯店,Energy Inn,臺北市萬華區漢口街二段23號1-7樓,"No.38, Ln. 25, Kangding Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-23116969,70
儷夏商旅,City Siutes Beimen,臺北市萬華區中華路一段90號4樓、5樓、6樓、8樓,"NO.265,Chang&#39;an W.Rd.,Datong Dist.,Taipei City103,Taiwan(R.O.C)",02-23116168,85
樂山水靜旅館 OrigInn,JIN HORNG HOTEL,臺北市大同區南京西路247號,"4F., No.316, Nanjing W. Rd., Datong District, Taipei City 103, Taiwan (R.O.C.)",02-25588843,5
和苑三井花園飯店 台北忠孝,Aloft Taipei Beitou,臺北市大安區忠孝東路三段30號,"No.302, Daye Rd., Beitou Dist., Taipei City 112, Taiwan (R.O.C.)",02-27811131,297
嘉榮旅社,NYS LOFT HOTEL,臺北市大同區太原路28巷11號2至4樓,"3F.4F., No.1, Nanyang St., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-25585887,15
華冠商旅HOTEL,Star Hostel East,臺北市萬華區西昌街137 、139號1-6樓,"3F., No.5, Ln. 147,Sec. 4, Zhongxiao E. Rd., Da&#39; an Dist., Taipei City 106, Taiwan(R.O.C.)",02-23616076,46
凡登商旅●二館,Cosmos Hotel TAIPEI,臺北市大安區忠孝東路4段197號14樓之2、6、8,"No.43, Sec. 1, Zhongxiao W. Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-87710852,32
西門邑居自由旅行會館,The Tango Taipei ChangAn,臺北市萬華區西寧南路67號10樓,"1-14F., No.80, Linsen N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-23616167,8
慕居行旅,Tomato TTT INN,臺北市信義區基隆路二段22號5樓,"5F., No.156-2, Taiyuan Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",02-27295828,25
高雅賓館,HAMP COURT PALACE,臺北市大安區和平東路三段139號及139號2樓至7樓、141號及141號2樓至5樓,"No.7, Sec. 2, Jianguo N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-27388947,30
家美瑞品 台北,KYOTO HOTEL,臺北市中正區北平東路12號2至9樓,"No.105, Wenquan Rd., Beitou Dist., Taipei City 112, Taiwan (R.O.C.)",02-23581234,68
喜園旅館,Inn Cube,臺北市萬華區中華路一段90號3樓、3樓之1、3樓之2,"10F., No.13, Gongyuan Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-77309920,35
三隻老虎青年旅館,LIHO HOTEL-HanKou,臺北市萬華區康定路25巷39號4樓,"10th Floor, No. 54, Section 2, Hankou Street, Wanhua District, Taipei City",02-23755299,7
日勝生加賀屋國際溫泉飯店,The Koos Hotel Dahu,臺北市北投區溫泉里11鄰光明路236號,"No.353, Sec. 4, Chenggong Rd., Neihu Dist., Taipei City 11457, Taiwan (R.O.C.)",02-28911111,89
金都精緻溫泉飯店,Khotels Taipei Songjiang,臺北市北投區光明路240號1-6樓,"No.251, Songjiang Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-28911228,31
雀客快捷台北車站,YUEH LAI HOTEL,臺北市大同區太原路64號1至8樓,"6-7F., No.21, Sec. 1, Zhonghua Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-25590577,58
老爺會館台北林森,Fuchang Hotel,臺北市中山區林森北路83號4至10樓、11樓、11樓之1、11樓之2、12樓、12樓之1、12樓之2,"2-5F., No.6, 8, Kangding Rd., Wanhua District, Taipei City",02-25676336,81
長春精品旅館,Meworld Hotel-Daan,臺北市松山區慶城街29號,"7F-2、7F，NO.107，Sec.4 Zhongxiao E Rd., Da&#39; an Dist., Taipei City106,Taiwan",02-27188268,86
台北大直英迪格酒店,Grand Hyatt Taipei,臺北市中山區植福路200號（地上1樓部分）、200號5樓（地上5層至10層）,"No.2, Songshou Rd., Xinyi Dist., Taipei City 110, Taiwan (R.O.C.)",02-35187777,149
天閣酒店台北信義,HOTEL RELAX3,臺北市信義區忠孝東路五段297號1-6樓,"1-8F., No.34, Huaining St., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-25288000,105
客來思樂行旅,T.O.HOTEL,"臺北市大安區羅斯福路3段241號4-6樓,4-6樓之1","No. 28, Sec. 2, Chengde Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",02-23626555,20
背包棧旅店西門店,Hotel Royal Beitou,臺北市萬華區康定路25巷13號,"No.2, Zhonghe St., Beitou Dist., Taipei City 112, Taiwan (R.O.C.)",02-89783666,19
米窩飯店-大安,D.G.Hotel,臺北市大安區忠孝東路四段107號7樓、7樓之2,"No.334. Section 1, Dihua ST Datong District, Taipei, Taiwan",02-27520006,20
陽光士林珮柏旅館,KDM Hotel,臺北市士林區福德路48巷6、8、10、12號1至7樓,"No.8, Sec. 3, Zhongxiao East Rd., Da-an Dist., Taipei City 106, Taiwan (R.O.C.)",02-28817588,56
橙舍青年旅館（臺北二館）,BEITOU HOT SPRING RESORT,"臺北市萬華區漢口街二段56號2-3樓,58號3樓","3F, No.3, Zhongshan Rd., Beitou Dist., Taipei City 112, Taiwan (R.O.C.)",02-23119559,22
拾光行旅,HO-YA,臺北市大同區延平北路二段255號2樓,"2,3,4 F., No. 23, Sec. 1, Zhongxiao W. Rd., Zhongzheng Dist., Taipei City",02-25574999,49
碩城文旅,C U Hotel Taipei,臺北市中山區中山北路一段105巷12-6號2至8樓,"1F., No.198, Minsheng W. Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",02-21001023,32
西門星辰精典大飯店,hotel midtown richardson,臺北市萬華區峨眉街72號1至8樓,"5F-12F,15F.,No4, Xiushan St.,; 5F-12F,15F., No.99, Hengyang Rd., ; 5F-11F,15F., No.110, Yanping S. R",02-23831123,25
雀客旅館台北南京,LIO HOTEL XIMEN,臺北市中山區南京東路三段16號,"2-4F., No.4-6, Aly. 36, Ln. 25, Kangding Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-25161610,56
千慧旅館,Archess Hotel,臺北市大同區南京西路22號7樓,"No.106, Fuguo Rd., Shihlin District, Taipei City 111, Taiwan (R.O.C.)",02-25552451,20
銀座飯店,MOON HOTEL,臺北市中山區林森北路289號4樓之1～3,"No.122, Sec. 1, Xinsheng N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-25627733,15
森浩文旅-STEP INN,Les Suites Taipei (Da An),臺北市松山區饒河街131、133號2至3樓,"No.135, Taan Rd., Sec. 1, Taipei City",02-27609090,28
城市商旅 北門館,Travel Time hotel,臺北市大同區長安西路265號1至6樓及267號1至6樓,"3F., No.282, Linsen N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-25525777,65
鉑泊客,Hotel Relax,臺北市中正區漢口街1段50號1-5樓,"10-11F., No.8, Guanqian Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-23755555,58
南港老爺行旅,TAIFEN HOTEL,臺北市南港區經貿二路196號.196號10樓至20樓,"3F., No.76, Kunming St., Wanhua District, Taipei City",02-77500588,179
皇后旅社,Ching Yueh Hotel,臺北市大同區長安西路226號1至4樓,"2F., No. 10, Sec. 3, Xinsheng N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-25590489,20
柯達大飯店台北一店,Waikoloa Hotel Taipei,臺北市中山區中山北路二段11巷1號及３號,"1-9F., No.187, Changchun Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-25422222,53
瑾旅南西,Zuum Inn,臺北市大同區南京西路151號6至12樓,"7 F., No. 13, Gongyuan Rd., Zhongzheng Dist., Taipei City",02-25593232,45
雀客藏居台北陽明山,JSL hotel,臺北市士林區陽明山格致路237號,"1F No.56、58、60,1-9F No.62,Xing’an St.,Zhongshan Dist., Taipei City 104,Taiwan R.O.C",02-28616661,50
洛碁大飯店建北館,Taipei ximenwow hostel,臺北市中山區建國北路一段138巷1號、140號、140號2至11樓、142號、144號,"8F., No.42, Hanzhong St., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-25095151,59
大湖璞旅,The Blue by Just Inn,臺北市內湖區成功路五段462號1樓、3樓至14樓、3樓之1至3樓之6、4樓之1至4樓之13、5樓之2至5樓之13、6樓之2至6樓之13、7樓之2至7樓之12、8樓之1至8樓之13、 9樓之1至9樓之13、10樓之,"3-9 F, No.2, Sec. 1, Hankou St., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-26338555,148
阿樹國際旅店,Meworld Hotel-Taipei Main Station,臺北市松山區八德路三段76號1樓、4樓至14樓,"7F.,7F.-1,-2,-3,8F., No. 50, Sec. 1, Zhongxiao W. Rd., Zhongzheng Dist., Taipei City 100506 , Taiwan",02-25787728,141
小角落旅店,101AMICI,臺北市大同區民族西路33號(1至4樓),"4F., No.1, Ln. 126, Sec. 1, Fuxing S. Rd., Da’an Dist., Taipei City 106, Taiwan (R.O.C.)",02-25991699,5
格拉斯麗台北飯店,Riverview Suites Taipei,臺北市中正區忠孝東路2段89號3至19樓,"No173-1, Chengdu Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-23220118,248
歐法行旅,LIO HOTEL,臺北市萬華區中華路一段90號5樓,"1-9F., No.9, Yanping S. Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-23711333,33
苓旅松山小巨蛋館,Lavita Hotel,臺北市松山區八德路三段2號14樓,"10F.-3, No.36, Xining S. Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",0977-694944,34
天閣酒店台北復興,york design hotel,臺北市松山區復興北路147號1至12樓,"4F., No.13, Nanyang St., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-87128000,70
百悅旅社,CHAIR MAN HOTEL,"臺北市萬華區開封街2段42巷2號1-5樓,44-1號6-7樓","1-7F., No.88, Sec. 1, Hankou St., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-23881792,26
城市商旅-台北南西館,FERRARY HOTEL,臺北市大同區南京西路169號,"No. 41, Kangding Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-25507722,80
城鄉旅坊台北,Taipei Discover Hostel,臺北市中山區松江路95之1號4樓,"5-6F., No.21, Sec. 2, Minquan E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-25029955,11
和逸．台北民生館,Honey Prince Hotel,臺北市中山區民生東路二段178號1至12樓,"9F., No.42, Hanzhong St., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-77063399,134
盤古捷旅,ARK HOTEL,臺北市中山區中山北路1段135巷39號(地上層至7層),"1-4F., No.255, Sec. 2, Xinyi Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-25671001,50
夜光商旅,Brother Hotel,臺北市萬華區內江街55巷11號1至4樓、13號2至4樓,"No.255, Sec. 3, Nanjing E. Rd., Songshan Dist., Taipei City 105, Taiwan (R.O.C.)",02-23815059,16
福華大飯店,HOTEL INDIGO TAIPEI NORTH,臺北市大安區仁愛路3段160號,"NO.200,Zhifu Rd.,Zhongshan Dist., Taipei City 104,Taiwan(R.O.C)",02-27002323,606
合洋背包客棧,Work Inn,臺北市中正區忠孝西路1段23號2、3、4樓,"1F, No.48, Sec. 2, Keelung Rd., Xinyi Dist., Taipei City 110, Taiwan (R.O.C.)",02-23881505,6
富粧商務旅店,GRAND VICTORIA HOTEL,"臺北市萬華區康定路6,8號2-5樓","5-10F., No.168, Jingye 4th Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-23711247,28
日野苑,SONG LIN HOTEL,臺北市中正區重慶南路1段18號2樓至7樓,"No.176, Guilin Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-23889998,35
西門星辰大飯店,amba Taipei Zhongshan,臺北市萬華區峨眉街94號2至9樓,"1-8F., No.57-1, Sec. 2, Zhongshan N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-23898898,65
福泰桔子商務旅館西門漢中店,GLORIA RESIDENCE,臺北市萬華區漢中街170號1-14樓,"No.357-359, Linsen N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-23811155,66
獅城旅館,Hotel Resonance Taipei,臺北市大同區華陰街179號3-5樓,"1~14F., No. 7, Linsen S. Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-25591231,67
野趣光延旅館,Green World Linsen,臺北市中正區開封街一段2號2樓,"No.617, Linsen N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-23140202,44
台北艾麗酒店,Hotel East,臺北市信義區松高路18號,"B1-10F,No.97, Sec. 5, Nanjing E. Rd., Songshan Dist., Taipei City 105, Taiwan (R.O.C.)",02-66318000,235
峻美精旅,LE ROOM HOTEL,臺北市中山區長春路62號6樓,"No.35, Sec. 1, Kaifeng St., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-25312338,15
唐門客棧,Shan Yao Hot Spring Hotel,臺北市中正區信義路二段33號2樓,"1-2F., No.17, Ln. 1, Quanyuan Rd., Beitou Dist., Taipei City 112, Taiwan (R.O.C.)",02-23963322,28
力歐時尚旅館,Aloft Taipei Zhongshan,臺北市中正區延平南路9號1-9樓,"No.1, Shuangcheng St., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-23145296,37
台北宿之酒店．臻品之選,HOTEL PRIMA CASA,臺北市萬華區環河南路一段51號2至14樓,"No.673, Linsen N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-23755511,87
和昌商務旅館台北西門館,GAWA HOTEL,臺北市萬華區桂林路24號1-5樓,"No.60, Alley 2, Lane 65, Sec. 2, Jhongshan N. Rd., Jhongshan District, Taipei City",02-23088828,16
慕誠行旅,LORE HOTEL,臺北市信義區基隆路二段48號1樓至3樓,"6F.、6F-1, No.4, Sec. 3, Yanping N. Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",02-27252168,33
東鑫商務旅館,Vendome Hotel II,"臺北市大安區忠孝東路四段209號11樓,11樓-1,-2,211號11樓,11樓-1","14F.-2,6,8, No.197, Sec. 4, Zhongxiao E. Rd., Da’an Dist., Taipei City 106, Taiwan (R.O.C.)",02-87736638,25
